書	章	節	簡體	我們	他們	和合本	裁決
路加福音	11	16	迹	跡	蹟	蹟	我們錯
路加福音	11	29	迹	跡	蹟	蹟	我們錯
路加福音	11	30	迹	跡	蹟	蹟	我們錯
路加福音	11	41	舍	舍	捨	捨	我們錯
路加福音	11	42	芸	蕓	芸	芸	我們錯
路加福音	12	48	托	托	託	託	我們錯
路加福音	13	7	占	占	佔	佔	我們錯
路加福音	13	21	面	麵	面	麵	他們錯
路加福音	13	32	狸	貍	狸	狸	我們錯
路加福音	14	27	背	背	揹	背	他們錯
路加福音	15	16	饥	饑	飢	飢	我們錯
路加福音	15	17	雇	雇	僱	雇	他們錯
路加福音	15	19	雇	雇	僱	雇	他們錯
路加福音	16	11	托	托	託	託	我們錯
路加福音	16	21	饥	饑	飢	飢	我們錯
路加福音	17	4	回	回	迴	回	他們錯
路加福音	18	11	奸	奸	姦	姦	我們錯
路加福音	18	20	奸	奸	姦	姦	我們錯
路加福音	19	5	抬	擡	抬	抬	我們錯
路加福音	19	42	系	系	係	係	我們錯
路加福音	21	1	抬	擡	抬	抬	我們錯
路加福音	21	11	迹	跡	蹟	蹟	我們錯
路加福音	22	28	炼	煉	鍊	煉	他們錯
路加福音	22	37	系	系	係	係	我們錯
路加福音	23	8	迹	跡	蹟	蹟	我們錯
路加福音	23	26	背	背	揹	背	他們錯
路加福音	24	13	里	裏	里	里	我們錯
約翰福音	1	13	欲	欲	慾	慾	我們錯
約翰福音	2	9	尝	嘗	嚐	嘗	他們錯
約翰福音	2	11	迹	跡	蹟	蹟	我們錯
約翰福音	2	18	迹	跡	蹟	蹟	我們錯
約翰福音	2	23	迹	跡	蹟	蹟	我們錯
約翰福音	2	24	托	托	託	託	我們錯
約翰福音	3	2	迹	跡	蹟	蹟	我們錯
約翰福音	4	6	困	困	睏	困	他們錯
約翰福音	4	48	迹	跡	蹟	蹟	我們錯
約翰福音	4	54	迹	跡	蹟	蹟	我們錯
約翰福音	5	6	愈	愈	癒	癒	我們錯
約翰福音	5	9	愈	愈	癒	癒	我們錯
約翰福音	5	11	愈	愈	癒	癒	我們錯
約翰福音	5	14	愈	愈	癒	癒	我們錯
約翰福音	5	15	愈	愈	癒	癒	我們錯
約翰福音	6	2	迹	跡	蹟	蹟	我們錯
約翰福音	6	14	迹	跡	蹟	蹟	我們錯
約翰福音	6	19	里	裏	里	里	我們錯
約翰福音	6	26	迹	跡	蹟	蹟	我們錯
約翰福音	6	30	迹	跡	蹟	蹟	我們錯
約翰福音	7	17	志	誌	志	志	我們錯
約翰福音	7	31	迹	跡	蹟	蹟	我們錯
約翰福音	7	42	恒	恒	恆	恆	我們錯
約翰福音	8	44	欲	欲	慾	慾	我們錯
約翰福音	9	16	迹	跡	蹟	蹟	我們錯
約翰福音	10	12	雇	雇	僱	雇	他們錯
約翰福音	10	13	雇	雇	僱	雇	他們錯
約翰福音	10	17	舍	舍	捨	捨	我們錯
約翰福音	10	41	迹	跡	蹟	蹟	我們錯
約翰福音	11	18	里	裏	里	里	我們錯
約翰福音	11	47	迹	跡	蹟	蹟	我們錯
約翰福音	12	18	迹	跡	蹟	蹟	我們錯
約翰福音	12	37	迹	跡	蹟	蹟	我們錯
約翰福音	12	40	回	回	迴	回	他們錯
約翰福音	17	4	托	托	託	託	我們錯
約翰福音	19	17	背	背	揹	背	他們錯
約翰福音	19	30	尝	嘗	嚐	嘗	他們錯
約翰福音	19	34	扎	紮	扎	扎	我們錯
約翰福音	19	37	扎	紮	扎	扎	我們錯
約翰福音	19	38	准	準	准	准	我們錯
約翰福音	20	30	迹	跡	蹟	蹟	我們錯
使徒行傳	1	11	升	升	昇	升	他們錯
使徒行傳	1	14	恒	恒	恆	恆	我們錯
使徒行傳	1	26	签	簽	籤	籤	我們錯
使徒行傳	2	19	迹	跡	蹟	蹟	我們錯
使徒行傳	2	22	迹	跡	蹟	蹟	我們錯
使徒行傳	2	37	扎	紮	扎	扎	我們錯
使徒行傳	2	42	恒	恒	恆	恆	我們錯
使徒行傳	2	43	迹	跡	蹟	蹟	我們錯
使徒行傳	2	46	恒	恒	恆	恆	我們錯
使徒行傳	3	2	抬	擡	抬	抬	我們錯
使徒行傳	3	26	回	回	迴	回	他們錯
使徒行傳	4	9	愈	愈	癒	癒	我們錯
使徒行傳	4	10	愈	愈	癒	癒	我們錯
使徒行傳	4	16	迹	跡	蹟	蹟	我們錯
使徒行傳	4	22	迹	跡	蹟	蹟	我們錯
使徒行傳	4	25	托	托	託	託	我們錯
使徒行傳	4	29	迹	跡	蹟	蹟	我們錯
使徒行傳	4	29	鉴	鑒	鑑	鑒	他們錯
使徒行傳	5	6	抬	擡	抬	抬	我們錯
使徒行傳	5	9	抬	擡	抬	抬	我們錯
使徒行傳	5	10	抬	擡	抬	抬	我們錯
使徒行傳	5	12	迹	跡	蹟	蹟	我們錯
使徒行傳	5	15	抬	擡	抬	抬	我們錯
使徒行傳	6	8	迹	跡	蹟	蹟	我們錯
使徒行傳	7	36	迹	跡	蹟	蹟	我們錯
使徒行傳	7	43	抬	擡	抬	抬	我們錯
使徒行傳	8	6	迹	跡	蹟	蹟	我們錯
使徒行傳	8	13	迹	跡	蹟	蹟	我們錯
使徒行傳	8	27	干	干	幹	甘	都不是
使徒行傳	10	11	系	系	繫	繫	我們錯
使徒行傳	11	5	系	系	繫	繫	我們錯
使徒行傳	11	23	恒	恒	恆	恆	我們錯
使徒行傳	11	30	托	托	託	託	我們錯
使徒行傳	12	20	托	托	託	託	我們錯
使徒行傳	13	17	抬	擡	抬	抬	我們錯
使徒行傳	13	43	恒	恒	恆	恆	我們錯
使徒行傳	14	3	迹	跡	蹟	蹟	我們錯
使徒行傳	14	9	愈	愈	癒	癒	我們錯
使徒行傳	14	22	恒	恒	恆	恆	我們錯
使徒行傳	14	23	托	托	託	託	我們錯
使徒行傳	14	26	托	托	託	託	我們錯
使徒行傳	15	12	迹	跡	蹟	蹟	我們錯
使徒行傳	15	20	奸	奸	姦	姦	我們錯
使徒行傳	15	29	奸	奸	姦	姦	我們錯
使徒行傳	15	31	念	念	唸	念	他們錯
使徒行傳	17	1	里	裏	里	里	我們錯
使徒行傳	17	30	蒙	蒙	矇	蒙	他們錯
使徒行傳	19	13	念	念	唸	念	他們錯
使徒行傳	19	29	里	裏	里	里	我們錯
使徒行傳	20	4	里	裏	里	里	我們錯
使徒行傳	20	9	困	困	睏	困	他們錯
使徒行傳	20	32	托	托	託	託	我們錯
使徒行傳	21	25	奸	奸	姦	姦	我們錯
使徒行傳	21	35	抬	擡	抬	抬	我們錯
使徒行傳	26	16	你	你	我	你	他們錯
使徒行傳	26	16	向	向	你	向	他們錯
使徒行傳	26	16	意	意	向	意	他們錯
使徒行傳	26	16	我	我	特	我	他們錯
使徒行傳	26	16	特	特	意	特	他們錯
使徒行傳	27	1	御	禦	御	御	我們錯
使徒行傳	27	2	里	裏	里	里	我們錯
使徒行傳	27	15	刮	刮	颳	颳	我們錯
使徒行傳	27	33	挨	挨	捱		找不到
使徒行傳	27	43	准	準	准	准	我們錯
使徒行傳	28	27	回	回	迴	回	他們錯
羅馬書	1	24	欲	欲	慾	慾	我們錯
羅馬書	1	26	欲	欲	慾	慾	我們錯
羅馬書	2	7	恒	恒	恆	恆	我們錯
羅馬書	2	22	奸	奸	姦	姦	我們錯
羅馬書	3	2	托	托	託	託	我們錯
羅馬書	5	8	了	了	瞭	了	他們錯
羅馬書	6	12	欲	欲	慾	慾	我們錯
羅馬書	7	18	志	誌	志	志	我們錯
羅馬書	8	27	鉴	鑒	鑑	鑒	他們錯
羅馬書	8	35	饥	饑	飢	飢	我們錯
羅馬書	11	16	面	麵	面	麵	他們錯
羅馬書	11	18	托	托	託	托	他們錯
羅馬書	12	8	舍	舍	捨	捨	我們錯
羅馬書	12	12	恒	恒	恆	恆	我們錯
羅馬書	12	16	志	誌	志	志	我們錯
羅馬書	13	9	奸	奸	姦	姦	我們錯
羅馬書	13	12	暗	暗	闇	暗	他們錯
羅馬書	13	14	欲	欲	慾	慾	我們錯
羅馬書	15	18	迹	跡	蹟	蹟	我們錯
羅馬書	15	20	志	誌	志	志	我們錯
羅馬書	16	14	干	干	幹	干	他們錯
哥林多前書	1	22	迹	跡	蹟	蹟	我們錯
哥林多前書	2	10	了	了	瞭	了	他們錯
哥林多前書	3	2	喂	餵	喂	餵	他們錯
哥林多前書	3	12	秸	稭	秸	秸	我們錯
哥林多前書	4	11	挨	挨	捱	挨	他們錯
哥林多前書	4	11	饥	饑	飢	飢	我們錯
哥林多前書	5	6	面	麵	面	麵	他們錯
哥林多前書	5	7	面	麵	面	麵	他們錯
哥林多前書	6	9	奸	奸	姦	姦	我們錯
哥林多前書	7	9	欲	欲	慾	慾	我們錯
哥林多前書	9	9	谷	穀	谷	穀	他們錯
哥林多前書	9	17	托	托	託	託	我們錯
哥林多前書	10	6	鉴	鑒	鑑	鑑	我們錯
哥林多前書	10	8	奸	奸	姦	姦	我們錯
哥林多前書	10	11	鉴	鑒	鑑	鑑	我們錯
哥林多前書	10	28	并	並	併	並	他們錯
哥林多前書	11	21	饥	饑	飢	飢	我們錯
哥林多前書	11	34	饥	饑	飢	飢	我們錯
哥林多前書	13	4	恒	恒	恆	恆	我們錯
哥林多前書	15	37	谷	穀	谷	穀	他們錯
哥林多後書	1	17	欲	欲	慾	慾	我們錯
哥林多後書	4	2	暗	暗	闇	暗	他們錯
哥林多後書	4	3	蒙	蒙	矇	蒙	他們錯
哥林多後書	5	9	志	誌	志	志	我們錯
哥林多後書	5	19	托	托	託	託	我們錯
哥林多後書	6	6	恒	恒	恆	恆	我們錯
哥林多後書	7	2	占	占	佔	佔	我們錯
哥林多後書	8	19	托	托	託	託	我們錯
哥林多後書	9	9	舍	舍	捨	捨	我們錯
哥林多後書	9	11	舍	舍	捨	捨	我們錯
哥林多後書	11	27	饥	饑	飢	飢	我們錯
哥林多後書	12	12	迹	跡	蹟	蹟	我們錯
哥林多後書	12	17	占	占	佔	佔	我們錯
哥林多後書	12	18	占	占	佔	佔	我們錯
哥林多後書	12	21	奸	奸	姦	姦	我們錯
加拉太書	1	4	舍	舍	捨	捨	我們錯
加拉太書	2	7	托	托	託	託	我們錯
加拉太書	2	20	舍	舍	捨	捨	我們錯
加拉太書	5	9	面	麵	面	麵	他們錯
加拉太書	5	13	欲	欲	慾	慾	我們錯
加拉太書	5	16	欲	欲	慾	慾	我們錯
加拉太書	5	17	欲	欲	慾	慾	我們錯
加拉太書	5	19	奸	奸	姦	姦	我們錯
加拉太書	5	19	欲	欲	慾	慾	我們錯
加拉太書	5	24	欲	欲	慾	慾	我們錯
加拉太書	6	8	欲	欲	慾	慾	我們錯
加拉太書	6	9	志	誌	志	志	我們錯
以弗所書	2	3	欲	欲	慾	慾	我們錯
以弗所書	3	2	托	托	託	託	我們錯
以弗所書	3	4	念	念	唸	念	他們錯
以弗所書	4	19	欲	欲	慾	慾	我們錯
以弗所書	5	8	暗	暗	闇	暗	他們錯
以弗所書	5	11	暗	暗	闇	暗	他們錯
以弗所書	5	25	舍	舍	捨	捨	我們錯
腓立比書	1	13	御	禦	御	御	我們錯
腓立比書	2	13	志	誌	志	志	我們錯
腓立比書	4	12	饥	饑	飢	飢	我們錯
帖撒羅尼迦前書	2	4	托	托	託	託	我們錯
帖撒羅尼迦前書	4	5	欲	欲	慾	慾	我們錯
帖撒羅尼迦前書	4	11	志	誌	志	志	我們錯
帖撒羅尼迦後書	2	4	抬	擡	抬	抬	我們錯
帖撒羅尼迦後書	2	9	迹	跡	蹟	蹟	我們錯
帖撒羅尼迦後書	3	11	闲	閑	閒	閒	我們錯
帖撒羅尼迦後書	3	13	志	誌	志	志	我們錯
提摩太前書	1	11	托	托	託	託	我們錯
提摩太前書	1	18	托	托	託	託	我們錯
提摩太前書	2	9	价	價	价	價	他們錯
提摩太前書	4	16	恒	恒	恆	恆	我們錯
提摩太前書	5	11	欲	欲	慾	慾	我們錯
提摩太前書	5	13	闲	閑	閒	閒	我們錯
提摩太前書	5	18	谷	穀	谷	穀	他們錯
提摩太前書	6	9	欲	欲	慾	慾	我們錯
提摩太前書	6	18	舍	舍	捨	捨	我們錯
提摩太前書	6	20	托	托	託	託	我們錯
提摩太後書	1	14	托	托	託	託	我們錯
提摩太後書	2	2	托	托	託	託	我們錯
提摩太後書	2	22	欲	欲	慾	慾	我們錯
提摩太後書	3	6	欲	欲	慾	慾	我們錯
提摩太後書	3	10	志	誌	志	志	我們錯
提摩太後書	3	12	志	誌	志	志	我們錯
提摩太後書	4	3	欲	欲	慾	慾	我們錯
提多書	1	3	了	了	瞭	了	他們錯
提多書	1	3	托	托	託	託	我們錯
提多書	2	12	欲	欲	慾	慾	我們錯
提多書	3	3	欲	欲	慾	慾	我們錯
腓利門書	1	24	里	裏	里	里	我們錯
希伯來書	1	12	卷	卷	捲	捲	我們錯
希伯來書	2	4	迹	跡	蹟	蹟	我們錯
希伯來書	2	9	尝	嘗	嚐	嘗	他們錯
希伯來書	3	12	恶	惡	噁	惡	他們錯
希伯來書	4	13	系	系	係	係	我們錯
希伯來書	6	15	恒	恒	恆	恆	我們錯
希伯來書	8	9	恒	恒	恆	恆	我們錯
希伯來書	9	19	朱	朱	硃	朱	他們錯
希伯來書	11	27	恒	恒	恆	恆	我們錯
希伯來書	11	35	苟	茍	苟	苟	我們錯
希伯來書	11	36	炼	煉	鍊	煉	他們錯
希伯來書	12	13	愈	愈	癒	癒	我們錯
希伯來書	13	4	苟	茍	苟	苟	我們錯
雅各書	1	11	凋	雕	凋	凋	我們錯
雅各書	1	11	刮	刮	颳	颳	我們錯
雅各書	1	14	欲	欲	慾	慾	我們錯
雅各書	1	15	欲	欲	慾	慾	我們錯
雅各書	2	2	脏	臟	髒	髒	我們錯
雅各書	2	11	奸	奸	姦	姦	我們錯
雅各書	3	15	欲	欲	慾	慾	我們錯
雅各書	4	1	欲	欲	慾	慾	我們錯
雅各書	5	3	锈	銹	鏽	銹	他們錯
雅各書	5	19	回	回	迴	回	他們錯
彼得前書	1	14	欲	欲	慾	慾	我們錯
彼得前書	1	14	蒙	蒙	矇	蒙	他們錯
彼得前書	1	24	凋	雕	凋	凋	我們錯
彼得前書	2	11	欲	欲	慾	慾	我們錯
彼得前書	2	12	鉴	鑒	鑑	鑒	他們錯
彼得前書	2	23	托	托	託	託	我們錯
彼得前書	4	2	欲	欲	慾	慾	我們錯
彼得前書	4	15	闲	閑	閒	閒	我們錯
彼得前書	5	3	托	托	託	託	我們錯
彼得前書	5	12	托	托	託	託	我們錯
彼得後書	1	4	欲	欲	慾	慾	我們錯
彼得後書	1	8	闲	閑	閒	閒	我們錯
彼得後書	2	6	鉴	鑒	鑑	鑑	我們錯
彼得後書	2	10	欲	欲	慾	慾	我們錯
彼得後書	2	18	欲	欲	慾	慾	我們錯
彼得後書	3	3	欲	欲	慾	慾	我們錯
彼得後書	3	12	镕	镕	鎔	鎔	我們錯
約翰壹書	2	16	欲	欲	慾	慾	我們錯
約翰壹書	2	17	欲	欲	慾	慾	我們錯
約翰壹書	4	9	了	了	瞭	了	他們錯
猶大書	1	4	欲	欲	慾	慾	我們錯
猶大書	1	7	欲	欲	慾	慾	我們錯
猶大書	1	7	鉴	鑒	鑑	鑑	我們錯
猶大書	1	16	欲	欲	慾	慾	我們錯
猶大書	1	18	欲	欲	慾	慾	我們錯
猶大書	1	23	欲	欲	慾	慾	我們錯
啟示錄	1	14	发	髮	發	髮	他們錯
啟示錄	2	14	奸	奸	姦	姦	我們錯
啟示錄	2	20	奸	奸	姦	姦	我們錯
啟示錄	6	14	卷	卷	捲	捲	我們錯
啟示錄	6	15	岩	巖	岩	巖	他們錯
啟示錄	6	16	岩	巖	岩	巖	他們錯
啟示錄	7	16	饥	饑	飢	飢	我們錯
啟示錄	9	21	奸	奸	姦	姦	我們錯
啟示錄	12	15	冲	沖	衝	沖	他們錯
啟示錄	14	20	里	裏	里	里	我們錯
啟示錄	16	12	干	乾	幹	乾	他們錯
啟示錄	17	3	朱	朱	硃	朱	他們錯
啟示錄	17	4	朱	朱	硃	朱	他們錯
啟示錄	17	4	杯	杯	盃	杯	他們錯
啟示錄	18	7	后	後	后	后	我們錯
啟示錄	18	12	朱	朱	硃	朱	他們錯
啟示錄	18	13	面	麵	麪	麵	他們錯
啟示錄	18	16	朱	朱	硃	朱	他們錯
歌羅西書	1	23	恒	恒	恆	恆	我們錯
歌羅西書	1	26	了	了	瞭	了	他們錯
歌羅西書	2	11	欲	欲	慾	慾	我們錯
歌羅西書	2	23	克	克	剋	克	他們錯
歌羅西書	2	23	欲	欲	慾	慾	我們錯
歌羅西書	3	21	志	誌	志	志	我們錯
歌羅西書	4	2	恒	恒	恆	恆	我們錯
歌羅西書	4	10	里	裏	里	里	我們錯
歌羅西書	4	16	念	念	唸	念	他們錯
以斯帖記	4	13	复	復	覆	覆	我們錯
以西結書	9	11	复	復	覆	覆	我們錯
以賽亞書	30	24	锨	鍁	杴	杴	我們錯
但以理書	6	2	复	復	覆	覆	我們錯
使徒行傳	6	13	糟	糟	蹧	糟	他們錯
使徒行傳	21	28	糟	糟	蹧	糟	他們錯
使徒行傳	24	1	土	土	士	土	他們錯
使徒行傳	24	2	土	土	士	土	他們錯
出埃及記	8	2	糟	糟	蹧	糟	他們錯
出埃及記	19	8	复	復	覆	覆	我們錯
列王紀上	2	1	咐	咐	吩	咐	他們錯
列王紀上	2	30	复	復	覆	覆	我們錯
列王紀上	12	6	复	復	覆	覆	我們錯
列王紀上	12	9	复	復	覆	覆	我們錯
列王紀上	14	5	如	如	此	如	他們錯
列王紀上	17	12	坛	罈	壇	罈	他們錯
列王紀上	17	12	面	麵	面	麵	他們錯
列王紀上	17	14	坛	罈	壇	罈	他們錯
列王紀上	17	14	面	麵	面	麵	他們錯
列王紀上	17	16	坛	罈	壇	罈	他們錯
列王紀上	17	16	面	麵	面	麵	他們錯
列王紀上	20	9	复	復	覆	覆	我們錯
列王紀下	22	9	复	復	覆	覆	我們錯
列王紀下	22	15	复	復	覆	覆	我們錯
列王紀下	22	18	复	復	覆	覆	我們錯
列王紀下	22	20	复	復	覆	覆	我們錯
創世記	12	5	侄	姪	侄	姪	他們錯
創世記	14	12	侄	姪	侄	姪	他們錯
創世記	14	14	侄	姪	侄	姪	他們錯
創世記	14	16	侄	姪	侄	姪	他們錯
哥林多前書	13	12	模	模	饃	模	他們錯
士師記	4	18	亿	億	憶	億	他們錯
士師記	16	19	发	髮	發	髮	他們錯
彌迦書	4	13	谷	穀	谷	穀	他們錯
撒母耳記上	11	9	复	復	覆	覆	我們錯
撒母耳記下	24	13	复	復	覆	覆	我們錯
歷代志上	3	20	于	于	於	于	他們錯
歷代志上	11	12	朵	朵	犰	朵	他們錯
歷代志上	21	12	复	復	覆	覆	我們錯
歷代志下	10	7	复	復	覆	覆	我們錯
歷代志下	10	9	复	復	覆	覆	我們錯
歷代志下	10	13	复	復	覆	覆	我們錯
歷代志下	22	8	侄	姪	侄	姪	他們錯
歷代志下	34	16	复	復	覆	覆	我們錯
歷代志下	34	23	复	復	覆	覆	我們錯
歷代志下	34	26	复	復	覆	覆	我們錯
歷代志下	34	28	复	復	覆	覆	我們錯
民數記	15	12	只	隻	只	隻	他們錯
民數記	15	38	䍁	䍁	繸	繸	我們錯
民數記	15	38	䍁	䍁	繸	繸	我們錯
民數記	15	39	䍁	䍁	繸	繸	我們錯
申命記	20	19	糟	糟	蹧	糟	他們錯
申命記	22	12	䍁	䍁	繸	繸	我們錯
箴言	22	21	复	復	覆	覆	我們錯
箴言	24	21	复	復	覆	覆	我們錯
約翰福音	1	22	复	復	覆	覆	我們錯
耶利米書	10	5	镟	鏇	旋	鏇	他們錯
耶利米書	13	12	坛	罈	壇	罈	他們錯
耶利米書	13	12	坛	罈	壇	罈	他們錯
耶利米書	51	33	谷	穀	谷	穀	他們錯
詩篇	17	14	只	只	隻	只	他們錯
詩篇	72	16	谷	穀	谷	穀	他們錯
詩篇	80	15	己	己	已	己	他們錯
詩篇	80	17	己	己	已	己	他們錯
詩篇	132	11	复	復	覆	覆	我們錯
路加福音	2	24	斑	斑	班	斑	他們錯
路加福音	8	44	䍁	䍁	繸	繸	我們錯
馬可福音	6	56	䍁	䍁	繸	繸	我們錯
馬可福音	15	25	巳	巳	已	巳	他們錯
馬太福音	9	20	䍁	䍁	繸	繸	我們錯
馬太福音	14	36	䍁	䍁	繸	繸	我們錯
馬太福音	23	5	䍁	䍁	繸	繸	我們錯
